year,Base case cost,Modeled water and wastewater efficiency
2017,9284.89861961,11838.8719755
2018,9686.45769703,12111.5992836
2019,10290.7290296,12522.8316504
2020,10527.3605583,12682.9936757
2021,10671.2853506,12779.7718097
2022,10755.6195552,12835.7409333
2023,10762.8525337,12838.9089416
2024,10770.1363933,12842.1453241
2025,10778.9806598,12846.5081058
2026,10849.1056813,12892.9815701
2027,10868.3136917,12904.6754405
2028,10887.8493426,12916.6241861
2029,10938.8818934,12950.1014022
2030,10928.9224541,12941.9969115
2031,11006.4182753,12993.7889497
