year,Base case cost,Modeled non-residential energy efficiency
2017,309826.226858,326302.977119
2018,326277.795262,341525.34858
2019,350041.171847,363513.218468
2020,361008.884116,373661.466108
2021,368930.009644,380990.756071
2022,375023.183128,386628.671427
2023,378679.087217,390011.42064
2024,382334.991307,393394.169854
2025,385990.895397,396776.919068
2026,391474.751532,401851.042888
2027,395130.655622,405233.792101
2028,398786.559712,408616.541315
2029,403661.098499,413126.8736
2030,406098.367892,415382.039742
2031,411582.224027,420456.163562
