year,Base case cost,Modeled non-residential energy efficiency
2017,22870.477608,24959.4144003
2018,24524.8499796,26510.8009814
2019,26925.9082959,28810.5427908
2020,28046.6121605,29833.5327013
2021,28846.8899385,30538.7673735
2022,29433.9252962,31033.1434904
2023,29807.7182335,31316.6092935
2024,30181.0612059,31601.848197
2025,30554.8541432,31889.4767876
2026,31088.2976677,32338.7059785
2027,31515.2324733,32683.446381
2028,31835.4335774,32923.4855366
2029,32315.7352337,33325.3203271
2030,32582.5694872,33515.7484254
2031,33116.2379941,33974.5022138
