year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,52508.7,166438.52,85169.36,12433.16,17384.53,18938.54
2018,55848.94,177023.23,88657.2,16823.45,23522.49,25625.18
2019,60395.06,191430.2,93404.54,22799.21,31876.93,34726.43
2020,62436.92,197898.64,95536.0,25482.83,35627.91,38812.71
2021,63829.41,202308.94,96989.27,27312.89,38185.39,41598.8
2022,64850.36,205543.15,98055.0,28654.8,40060.88,43641.94
2023,65592.56,207895.31,98830.07,29630.51,41424.87,45127.86
2024,66149.03,209659.43,99411.38,30362.14,42447.86,46242.3
2025,66891.68,212011.59,100186.46,31338.22,43811.85,47728.22
2026,67727.9,214657.77,101058.42,32436.99,45346.34,49399.87
2027,68378.86,216715.91,101736.61,33292.13,46539.83,50700.05
2028,69029.98,218774.05,102414.8,34147.45,47733.32,52000.23
2029,69773.38,221126.21,103189.87,35124.35,49097.31,53486.15
2030,70239.1,222596.3,103674.3,35735.95,49949.81,54414.85
2031,71168.56,225536.5,104643.14,36957.38,51654.8,56272.25
2032,,,105515.1,,,57943.91
2033,,,106387.06,,,59615.57
2034,,,113304.93,,,63455.96
2035,,,113918.45,,,64606.35
2036,,,114838.72,,,66331.93
