year,Base case diesel consumed,Modeled residential ashp
2017,4768.06617447,-13165.7355099
2018,4768.06617447,-13165.7355099
2019,4768.06617447,-13165.7355099
2020,4768.06617447,-13165.7355099
2021,4912.09954106,-13021.7021433
2022,4912.09954106,-13021.7021433
2023,4912.09954106,-13021.7021433
2024,4912.09954106,-13021.7021433
2025,4912.09954106,-13021.7021433
2026,4912.09954106,-13021.7021433
2027,4912.09954106,-13021.7021433
2028,5056.13290766,-12877.6687767
2029,5056.13290766,-12877.6687767
2030,5056.13290766,-12877.6687767
2031,5056.13290766,-12877.6687767
