year,Base case diesel consumed,Modeled diesel efficiency
2019,54255.9910748,49323.6282498
2020,54327.9283963,49389.0258148
2021,54327.9283963,49389.0258148
2022,54327.9283963,49389.0258148
2023,54327.9283963,49389.0258148
2024,54327.9283963,49389.0258148
2025,54327.9283963,49389.0258148
2026,54327.9283963,49389.0258148
2027,54327.9283963,49389.0258148
2028,54399.8657177,49454.4233797
2029,54399.8657177,49454.4233797
2030,54399.8657177,49454.4233797
2031,54399.8657177,49454.4233797
2032,54399.8657177,49454.4233797
2033,54471.8030391,49519.8209447
2034,54471.8030391,49519.8209447
2035,54471.8030391,49519.8209447
2036,54471.8030391,49519.8209447
2037,54471.8030391,49519.8209447
2038,54471.8030391,49519.8209447
