year,Base case cost,Modeled water and wastewater efficiency
2017,108198.745963,86661.8300234
2018,114604.055387,90909.6413221
2019,123501.480119,96904.1143715
2020,127600.777254,99551.3631108
2021,130456.649394,101334.935781
2022,132598.534791,102624.544156
2023,134027.556548,103420.884955
2024,135279.108003,104097.973828
2025,136890.363935,105031.113333
2026,138679.022494,106092.714779
2027,140124.45107,106919.197068
2028,141394.124045,107627.233618
2029,143011.542559,108582.26848
2030,144098.753349,109171.029321
2031,145896.693156,110260.37795
