year,Base case cost,Modeled non-residential energy efficiency
2017,555550.876803,555680.837045
2018,590725.673894,585994.402235
2019,639579.558743,628763.306765
2020,662052.345774,647621.299462
2021,677685.588926,660306.714328
2022,689410.521289,669479.584518
2023,697227.142865,675139.082859
2024,704066.686744,679945.28157
2025,712860.386017,686558.27204
2026,722631.162987,694090.323814
2027,730447.784562,699879.804228
2028,737287.328441,704812.938565
2029,746081.027714,711549.889691
2030,751943.493896,715655.156376
2031,761714.270866,723336.774986
