year,Base case cost,Modeled solar power (pv)
2016,139437.897062,141024.408691
2017,166023.332689,167445.184568
2018,185555.489476,186847.838206
2019,212683.485013,213814.507339
2020,225460.902844,226499.216619
2021,234153.371388,235117.744815
2022,240672.722795,241574.307853
2023,245018.957067,245868.644936
2024,248821.912055,249623.275762
2025,253711.425611,254460.950265
2026,259144.21845,259840.792402
2027,263490.452722,264139.887895
2028,267647.339331,268253.032439
2029,272543.327246,273101.812601
2030,275807.319189,276326.432281
2031,281247.305761,281719.120815
2032,287231.290989,287654.696417
2033,293058.300351,293436.594171
2034,299050.198685,299382.259171
2035,302863.224898,303158.734777
