year,Base case cost,Modeled residential energy efficiency
2017,125852.396198,124963.027016
2018,132936.626059,131518.601697
2019,142799.946677,140695.483598
2020,147543.500501,145061.955481
2021,150734.225137,147959.993914
2022,153216.91842,150200.492879
2023,154942.602216,151729.989272
2024,156278.849426,152890.695393
2025,157997.75461,154418.591701
2026,160033.393104,156244.854032
2027,161755.687594,157780.158627
2028,163112.270641,158967.975719
2029,175418.817967,171079.647549
2030,176701.570894,172211.906372
2031,178904.394588,174212.726388
2032,181103.567335,176212.114206
2033,183425.666011,178334.387889
2034,185828.085519,180531.837718
2035,187354.245622,181904.461772
2036,200996.314344,195345.37916
