year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,3238950
2004,,0,0,0,0,0,3011568
2005,,0,0,0,0,0,2845558
2006,,0,0,0,0,0,2876636
2007,,0,0,0,0,0,2752458
2008,,0,0,0,0,0,2916918
2009,,0,0,0,0,0,2819986
2010,,0,0,0,0,0,2575402
2011,,0,0,0,0,0,2596244
2012,,0,0,0,0,0,2579200
2013,,0,0,0,0,0,2496000
2014,start of forecast,0,0,0,0,0,2538000
2015,,0,0,0,0,0,2538000
2016,,0,0,0,0,0,2537000
2017,,0,0,0,0,0,2537000
2018,,0,0,0,0,0,2537000
2019,,0,0,0,0,0,2538000
2020,,0,0,0,0,0,2538000
2021,,0,0,0,0,0,2539000
2022,,0,0,0,0,0,2540000
2023,,0,0,0,0,0,2541000
2024,,0,0,0,0,0,2542000
2025,,0,0,0,0,0,2543000
2026,,0,0,0,0,0,2545000
2027,,0,0,0,0,0,2547000
2028,,0,0,0,0,0,2549000
2029,,0,0,0,0,0,2552000
2030,,0,0,0,0,0,2555000
2031,,0,0,0,0,0,2558000
2032,,0,0,0,0,0,2560000
2033,,0,0,0,0,0,2561000
2034,,0,0,0,0,0,2563000
2035,,0,0,0,0,0,2565000
2036,,0,0,0,0,0,2568000
2037,,0,0,0,0,0,2570000
2038,,0,0,0,0,0,2573000
2039,,0,0,0,0,0,2576000
2040,,0,0,0,0,0,2577000
