year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,353185
2004,,0,0,0,0,0,387727
2005,,0,0,0,0,0,344557
2006,,0,0,0,0,0,342883
2007,,0,0,0,0,0,364829
2008,,0,0,0,0,0,377150
2009,,0,0,0,0,0,339609
2010,,0,0,0,0,0,325810
2011,,0,0,0,0,0,297580
2012,,0,0,0,0,0,296444
2013,,0,0,0,0,0,279073
2014,start of forecast,0,0,0,0,0,287000
2015,,0,0,0,0,0,286000
2016,,0,0,0,0,0,285000
2017,,0,0,0,0,0,284000
2018,,0,0,0,0,0,282000
2019,,0,0,0,0,0,280000
2020,,0,0,0,0,0,278000
2021,,0,0,0,0,0,276000
2022,,0,0,0,0,0,273000
2023,,0,0,0,0,0,271000
2024,,0,0,0,0,0,269000
2025,,0,0,0,0,0,266000
2026,,0,0,0,0,0,264000
2027,,0,0,0,0,0,262000
2028,,0,0,0,0,0,260000
2029,,0,0,0,0,0,257000
2030,,0,0,0,0,0,254000
2031,,0,0,0,0,0,252000
2032,,0,0,0,0,0,251000
2033,,0,0,0,0,0,249000
2034,,0,0,0,0,0,248000
2035,,0,0,0,0,0,247000
2036,,0,0,0,0,0,245000
2037,,0,0,0,0,0,244000
2038,,0,0,0,0,0,243000
2039,,0,0,0,0,0,243000
2040,,0,0,0,0,0,242000
