year,Base case cost,Modeled biomass for heat (cordwood)
2017,98991.665347,113222.958688
2018,110422.065347,122276.832952
2019,126853.265347,135452.987568
2020,131027.082563,137899.850335
2021,136238.532563,141835.521678
2022,140407.692563,144926.54794
2023,143187.132563,146888.657108
2024,145271.712563,148289.860621
2025,143883.578456,146098.786084
2026,147260.078456,148552.615074
2027,149961.278456,150464.598402
2028,152324.828456,152108.890239
2029,155363.678456,154308.274648
2030,152507.585672,150872.378774
2031,156114.265672,153525.401042
2032,159393.065672,155919.902529
2033,162671.865672,158320.285174
2034,166278.545672,160990.954224
2035,168573.705672,162609.059634
2036,172180.385672,165290.814646
