year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,117754.966195,87138.6749841
2018,117754.966195,87138.6749841
2019,117754.966195,87138.6749841
2020,117754.966195,87138.6749841
2021,117754.966195,87138.6749841
2022,117754.966195,87138.6749841
2023,117754.966195,87138.6749841
2024,117754.966195,87138.6749841
2025,117754.966195,87138.6749841
2026,117754.966195,87138.6749841
2027,117754.966195,87138.6749841
2028,117754.966195,87138.6749841
2029,117754.966195,87138.6749841
2030,117754.966195,87138.6749841
2031,117754.966195,87138.6749841
