year,Base case cost,Modeled non-residential energy efficiency
2017,1161098.86633,1068212.90564
2018,1200902.00074,1103103.62915
2019,1255447.03679,1152031.31699
2020,1283456.64989,1175876.63287
2021,1301146.93185,1190005.75863
2022,1315888.83349,1201402.52988
2023,1324733.97447,1207271.37157
2024,1333579.11545,1213199.12433
2025,1342424.25643,1219184.40749
2026,1354217.77774,1228019.99991
2027,1364537.10888,1235513.39391
2028,1373382.24986,1241663.30363
2029,1383701.581,1249262.60053
2030,1391072.53182,1254118.86742
2031,1402866.05313,1263216.22483
