year,Base case cost,Modeled biomass for heat (cordwood)
2017,788443.689886,881467.857038
2018,862294.629886,945285.066738
2019,956089.825333,1026018.99618
2020,1007659.43533,1070090.70376
2021,1032169.84078,1089290.25875
2022,1059101.44078,1111562.88347
2023,1066864.04623,1115931.19846
2024,1082896.82623,1128606.09059
2025,1090280.89167,1132667.81759
2026,1111489.69167,1149975.29109
2027,1121083.22712,1156008.25473
2028,1136863.64712,1168568.06305
2029,1146036.58257,1174245.86667
2030,1149739.07801,1175098.5088
2031,1160932.21346,1182552.06871
2032,1171793.47147,1189703.86271
2033,1194707.11147,1208630.59235
2034,1207563.02692,1217528.31403
2035,1222712.60692,1229668.30021
2036,1235063.80236,1238116.7317
