year,Base case cost,Modeled water and wastewater efficiency
2017,53828.9026938,47076.0018182
2018,56622.6800272,49224.4202084
2019,60447.6143071,52203.104343
2020,62249.8873648,53559.1908124
2021,63553.0842208,54516.4050302
2022,64542.510136,55223.7969982
2023,65226.2976299,55687.7281332
2024,65804.0089824,56068.4974901
2025,66495.3892561,56542.3263733
2026,67445.7356917,57225.2485444
2027,68151.9168863,57714.4833473
2028,68758.001637,58125.0933048
2029,69571.1352119,58703.7186949
2030,70079.0616864,59038.905996
2031,71041.8357609,59740.435513
