year,Base case diesel consumed,Modeled diesel efficiency
2019,62632.2248962,56938.3862693
2020,62919.8585352,57199.8713957
2021,63279.400584,57526.7278036
2022,63567.034223,57788.21293
2023,63854.6678621,58049.6980564
2024,64070.3930913,58245.8119012
2025,64358.0267303,58507.2970276
2026,64861.3855986,58964.8959987
2027,65149.0192376,59226.3811251
2028,65508.5612864,59553.2375331
2029,65868.1033352,59880.0939411
2030,66227.645384,60206.950349
2031,66659.0958425,60599.1780386
2032,67018.6378913,60926.0344466
2033,67378.17994,61252.8908546
2034,67809.6303986,61645.1185441
2035,68169.1724473,61971.9749521
2036,68456.8060863,62233.4600785
2037,68816.3481351,62560.3164865
2038,69247.7985936,62952.544176
