year,Base case cost,Modeled diesel efficiency
2019,182259.774448,369713.646734
2020,193793.164289,375416.75887
2021,202494.081869,378656.969372
2022,209135.542594,380134.392804
2023,213913.137338,380024.273911
2024,217839.33651,379244.535285
2025,222678.772487,379396.941879
2026,229609.305019,381549.886299
2027,234536.469255,381978.794769
2028,239106.248695,382177.737601
2029,245029.344407,383699.672713
2030,249015.946644,383551.691189
2031,255970.928035,386190.646268
2032,262713.060534,388722.440395
2033,268838.937961,390778.317077
2034,276663.292026,394460.601807
2035,281538.682207,395542.418801
2036,288203.153624,398329.197244
2037,293157.643056,399638.130183
2038,300535.445896,403224.961608
