year,Base case cost,Modeled residential energy efficiency
2017,479358.060142,488930.478443
2018,507050.899456,514657.82338
2019,543230.556219,548443.831426
2020,564282.601026,568011.647014
2021,581672.392478,584157.224339
2022,596871.66904,598262.703567
2023,609777.873882,610225.138398
2024,613941.516183,613505.458196
2025,627041.439482,625692.935595
2026,650183.857118,647848.821473
2027,663648.426923,660430.818381
2028,676360.034691,672318.866452
2029,690987.793854,686047.942094
2030,703037.601212,697346.610889
2031,727410.700809,720803.596567
2032,743520.715023,736010.605834
2033,758854.976792,750499.264118
2034,776287.71321,767009.699268
2035,790002.098872,779992.391283
2036,806807.220489,795943.942587
