year,Base case cost,Modeled non-residential energy efficiency
2017,1460004.57218,1481218.32256
2018,1534731.48891,1547669.54806
2019,1635325.41526,1637123.12084
2020,1684185.32235,1680571.99905
2021,1718674.66853,1711241.79543
2022,1741667.56599,1731688.32635
2023,1758912.23908,1747023.22454
2024,1773282.79998,1759802.30637
2025,1790527.47307,1775137.20456
2026,1810646.25834,1793027.91912
2027,1827890.93143,1808362.81731
2028,1842261.49234,1821141.89913
2029,1862380.27761,1839032.61369
2030,1873876.72634,1849255.87915
2031,1896869.62379,1869702.41007
