year,Base case diesel consumed,Modeled non-residential ashp
2017,266472.678543,216975.7535
2018,273411.064754,223914.13971
2019,280349.450964,230852.525921
2020,288675.514417,239178.589373
2021,295613.900627,246116.975583
2022,303939.964079,254443.039036
2023,312266.027532,262769.102488
2024,320592.090984,271095.165941
2025,328918.154436,279421.229393
2026,337244.217889,287747.292845
2027,345570.281341,296073.356298
2028,353896.344794,304399.41975
2029,363610.085488,314113.160445
2030,371936.148941,322439.223897
2031,381649.889635,332152.964592
