year,Base case cost,Modeled diesel efficiency
2019,615991.997091,880605.124233
2020,657518.651729,918356.62845
2021,688152.961178,946206.000676
2022,710606.126915,966617.969528
2023,728544.524181,982925.603405
2024,744620.1132,997539.775242
2025,763371.066398,1014586.09633
2026,784607.22667,1033891.69658
2027,803742.150944,1051287.08228
2028,820729.762689,1066730.36569
2029,842827.480917,1086819.20044
2030,858324.553516,1100907.44826
2031,883481.606997,1123777.49688
2032,906509.632288,1144712.06532
2033,929773.159837,1165860.72673
2034,955991.436233,1189695.52345
2035,975431.343246,1207368.16619
2036,1002461.4442,1231940.98524
2037,1022321.89096,1249995.93684
2038,1050188.68318,1275329.38431
