year,population
2003,137.0
2004,142.0
2005,133.0
2006,112.0
2007,144.0
2008,130.0
2009,118.0
2010,115.0
2011,113.0
2012,114.0
2013,115.0
2014,116.0
2015,117.0
2016,118.0
2017,118.0
2018,119.0
2019,120.0
2020,121.0
2021,122.0
2022,123.0
2023,124.0
2024,124.0
2025,125.0
2026,126.0
2027,126.0
2028,127.0
2029,127.0
2030,128.0
2031,128.0
2032,129.0
2033,129.0
2034,129.0
2035,129.0
2036,128.0
2037,128.0
2038,128.0
2039,128.0
2040,127.0
