year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,48891.1844641,36179.4765034
2018,48891.1844641,36179.4765034
2019,48891.1844641,36179.4765034
2020,48891.1844641,36179.4765034
2021,48891.1844641,36179.4765034
2022,48891.1844641,36179.4765034
2023,48891.1844641,36179.4765034
2024,48891.1844641,36179.4765034
2025,48891.1844641,36179.4765034
2026,48891.1844641,36179.4765034
2027,48891.1844641,36179.4765034
2028,48891.1844641,36179.4765034
2029,48891.1844641,36179.4765034
2030,48891.1844641,36179.4765034
2031,48891.1844641,36179.4765034
