year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,480132.0,140520.0,339612.0
2004,,456706.0,137916.0,318790.0
2005,,456437.0,155143.0,301294.0
2006,,411362.0,148843.0,262519.0
2007,,393320.0,145741.0,247579.0
2008,,393154.0,141483.0,251671.0
2009,,424935.0,154985.0,269950.0
2010,,436425.0,151944.0,284481.0
2011,,446569.0,138184.0,308385.0
2012,,520652.0,173641.0,347011.0
2013,,426682.0,144355.0,282327.0
2014,start of forecast,463912.0,151337.0,312574.0
2015,,463636.0,151062.0,312574.0
2016,,463353.0,150779.0,312574.0
2017,,463074.0,150500.0,312574.0
2018,,462789.0,150214.0,312574.0
2019,,462493.0,149919.0,312574.0
2020,,462205.0,149630.0,312574.0
2021,,461933.0,149359.0,312574.0
2022,,461671.0,149097.0,312574.0
2023,,461423.0,148849.0,312574.0
2024,,461180.0,148606.0,312574.0
2025,,460951.0,148377.0,312574.0
2026,,460734.0,148160.0,312574.0
2027,,460543.0,147968.0,312574.0
2028,,460376.0,147802.0,312574.0
2029,,460154.0,147580.0,312574.0
2030,,459970.0,147396.0,312574.0
2031,,459832.0,147258.0,312574.0
2032,,459782.0,147208.0,312574.0
2033,,459774.0,147199.0,312574.0
2034,,459788.0,147214.0,312574.0
2035,,459814.0,147240.0,312574.0
2036,,459832.0,147258.0,312574.0
2037,,459851.0,147277.0,312574.0
2038,,459903.0,147329.0,312574.0
2039,,460010.0,147436.0,312574.0
2040,,460160.0,147586.0,312574.0
