year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,31642.08,9418.98,48891.18,43172.62
2018,31642.08,9413.09,48891.18,43172.62
2019,31642.08,9406.99,48891.18,44415.17
2020,31577.76,9401.03,48891.18,44415.17
2021,31577.76,9395.42,48891.18,44415.17
2022,31577.76,9390.01,48891.18,45657.73
2023,31577.76,9384.9,48891.18,45657.73
2024,31513.45,9379.88,48891.18,45657.73
2025,31513.45,9375.15,48891.18,45657.73
2026,31513.45,9370.66,48891.18,46900.28
2027,31513.45,9366.72,48891.18,46900.28
2028,31449.14,9363.27,48891.18,46900.28
2029,31449.14,9358.69,48891.18,46900.28
2030,31449.14,9354.89,48891.18,46900.28
2031,31449.14,9352.05,48891.18,46900.28
2032,31449.14,9351.01,48891.18,48142.84
2033,31449.14,9350.83,48891.18,48142.84
2034,31449.14,9351.13,48891.18,46900.28
2035,31449.14,9351.68,48891.18,46900.28
2036,31449.14,9352.04,48891.18,46900.28
2037,31449.14,9352.43,48891.18,46900.28
2038,31449.14,9353.51,48891.18,46900.28
2039,31449.14,9355.71,48891.18,46900.28
2040,31449.14,9358.81,48891.18,46900.28
