year,Base case cost,Modeled water and wastewater efficiency
2017,61765.8311209,48928.8124707
2018,65806.0728413,51441.3444504
2019,71307.9615242,54932.638377
2020,73879.2877366,56475.1079561
2021,75662.3186859,57496.2268383
2022,76994.8829362,58221.0724474
2023,77877.7115147,58649.9537159
2024,78647.9394705,59007.5710508
2025,79531.2973827,59444.2320778
2026,80640.0962058,60034.7434386
2027,81637.9680812,60554.651056
2028,82412.4707292,60928.9066666
2029,83407.3140482,61453.9597245
2030,83955.1618878,61683.961976
2031,85180.6371578,62368.6022067
