year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9418.98044872,6122.33729167
2018,9413.08810586,6118.50726881
2019,9406.99000711,6114.54350462
2020,9401.0277472,6110.66803568
2021,9395.41840194,6107.02196126
2022,9390.00615618,6103.50400152
2023,9384.89821607,6100.18384044
2024,9379.88150106,6096.92297569
2025,9375.1464519,6093.84519374
2026,9370.66044062,6090.9292864
2027,9366.71578709,6088.36526161
2028,9363.27253871,6086.12715016
2029,9358.68598005,6083.14588703
2030,9354.88848527,6080.67751543
2031,9352.04519179,6078.82937466
