year,Base case diesel consumed,Modeled residential energy efficiency
2017,43172.6174047,29092.8303399
2018,43172.6174047,29092.8303399
2019,44415.1732161,30335.3861513
2020,44415.1732161,30335.3861513
2021,44415.1732161,30335.3861513
2022,45657.7290275,31577.9419628
2023,45657.7290275,31577.9419628
2024,45657.7290275,31577.9419628
2025,45657.7290275,31577.9419628
2026,46900.2848389,32820.4977742
2027,46900.2848389,32820.4977742
2028,46900.2848389,32820.4977742
2029,46900.2848389,32820.4977742
2030,46900.2848389,32820.4977742
2031,46900.2848389,32820.4977742
2032,48142.8406503,34063.0535856
2033,48142.8406503,34063.0535856
2034,46900.2848389,32820.4977742
2035,46900.2848389,32820.4977742
2036,46900.2848389,32820.4977742
