year,Base case diesel consumed,Modeled residential energy efficiency
2017,27002.4964821,20697.8817768
2018,27002.4964821,20697.8817768
2019,27002.4964821,20697.8817768
2020,27002.4964821,20697.8817768
2021,25944.85372,19640.2390148
2022,25944.85372,19640.2390148
2023,25944.85372,19640.2390148
2024,25944.85372,19640.2390148
2025,25944.85372,19640.2390148
2026,25944.85372,19640.2390148
2027,24887.210958,18582.5962527
2028,24887.210958,18582.5962527
2029,24887.210958,18582.5962527
2030,24887.210958,18582.5962527
2031,24887.210958,18582.5962527
