year,Base case diesel consumed,Modeled non-residential ashp
2017,6771.1532133,-7948.74506177
2018,6771.1532133,-7948.74506177
2019,6771.1532133,-7948.74506177
2020,6771.1532133,-7948.74506177
2021,6771.1532133,-7948.74506177
2022,6771.1532133,-7948.74506177
2023,6771.1532133,-7948.74506177
2024,6771.1532133,-7948.74506177
2025,6771.1532133,-7948.74506177
2026,6771.1532133,-7948.74506177
2027,6771.1532133,-7948.74506177
2028,6771.1532133,-7948.74506177
2029,6771.1532133,-7948.74506177
2030,6771.1532133,-7948.74506177
2031,6771.1532133,-7948.74506177
