year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,123728.260193,91358.2925432
2018,123728.260193,91358.2925432
2019,123728.260193,91358.2925432
2020,123728.260193,91358.2925432
2021,123728.260193,91358.2925432
2022,123728.260193,91358.2925432
2023,123728.260193,91358.2925432
2024,123728.260193,91358.2925432
2025,123728.260193,91358.2925432
2026,123728.260193,91358.2925432
2027,123728.260193,91358.2925432
2028,123728.260193,91358.2925432
2029,123728.260193,91358.2925432
2030,123728.260193,91358.2925432
2031,123728.260193,91358.2925432
