year,Base case diesel consumed,Modeled residential ashp
2017,212905.066641,15593.4822426
2018,216927.330641,19615.7462426
2019,220949.594641,23638.0102426
2020,224971.858641,27660.2742426
2021,228994.122641,31682.5382426
2022,233016.386641,35704.8022425
2023,237038.650641,39727.0662425
2024,239720.159974,42408.5755759
2025,243742.423974,46430.8395759
2026,247764.687974,50453.1035758
2027,251786.951974,54475.3675758
2028,255809.215974,58497.6315758
2029,259831.479974,62519.8955758
2030,263853.743974,66542.1595758
2031,267876.007974,70564.4235758
