year,Base case cost,Modeled non-residential energy efficiency
2017,355860.881517,363936.710808
2018,376693.579375,382721.809272
2019,403478.476621,407129.58074
2020,415978.095336,418108.341586
2021,424906.394418,425743.593564
2022,430858.593806,430595.234016
2023,435620.353316,434343.831022
2024,439191.672949,436988.971604
2025,443358.212521,440211.243439
2026,448715.19197,444570.583061
2027,452881.731542,447825.284753
2028,456453.051175,450535.303241
2029,461214.810685,454381.262733
2030,464190.910379,456561.153588
2031,468952.669889,460436.607841
