year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,80764.0,59718.1589944
2018,80764.0,59718.1589944
2019,80764.0,59718.1589944
2020,80764.0,59718.1589944
2021,80764.0,59718.1589944
2022,80764.0,59718.1589944
2023,80764.0,59718.1589944
2024,80764.0,59718.1589944
2025,80764.0,59718.1589944
2026,80764.0,59718.1589944
2027,80764.0,59718.1589944
2028,80764.0,59718.1589944
2029,80764.0,59718.1589944
2030,80764.0,59718.1589944
2031,80764.0,59718.1589944
2032,,
2033,,
2034,,
2035,,
2036,,
