year,Base case cost,Modeled water and wastewater efficiency
2017,85178.8207024,43375.328847
2018,91023.2416517,43535.6360138
2019,98798.1331807,43966.8126239
2020,102913.079462,43985.8606077
2021,106039.89164,43866.6346563
2022,108441.107982,43660.5096928
2023,110361.403475,43412.5027427
2024,112125.697665,43161.0999662
2025,114117.758744,42962.3957793
2026,116525.632518,42842.6840688
2027,118818.035429,42761.3374227
2028,120773.078572,42619.9548064
2029,123400.670308,42634.2053405
2030,125038.330342,42481.3557207
2031,127613.959425,42472.102571
