year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,72391.26,175509.4,473505.77,12787.56,286509.35,386005.03
2018,77461.83,186867.69,512843.35,13561.41,297167.21,408063.35
2019,84262.19,202256.33,556823.17,14535.94,311606.9,431928.31
2020,87685.65,209217.86,580798.55,15227.42,318139.14,445104.19
2021,90266.45,214347.41,607641.04,15773.44,322952.37,460205.69
2022,92208.96,218011.37,624114.31,16232.15,326390.39,469333.08
2023,93708.8,220576.15,637946.34,16652.6,328797.0,477053.08
2024,95064.28,222774.53,650966.43,17061.42,330859.82,484332.15
2025,96608.72,225339.3,672471.22,17509.04,333266.43,496489.7
2026,98507.3,228636.87,688813.58,18018.34,336360.65,505456.75
2027,100230.47,231201.64,710891.3,18587.57,338767.26,517850.35
2028,101703.32,233400.02,724614.05,19069.76,340830.08,525418.91
2029,103681.58,236331.19,748249.62,19719.09,343580.49,538560.75
2030,104861.59,237796.77,760197.12,20176.74,344955.7,545185.11
2031,106868.39,241094.34,785433.78,20745.57,348049.92,559093.0
2032,,,803116.6,,,568612.32
2033,,,829034.3,,,582800.79
2034,,,847203.57,,,592520.54
2035,,,870361.12,,,605252.62
2036,,,888984.41,,,615159.43
