year,annotation,Electricity price ($/kwh)
2002,,0.46
2005,,0.52
2006,,0.52
2007,,0.52
2008,,0.52
2009,,0.64
2010,,0.65
2011,,0.65
2012,,0.65
2013,,0.65
2014,,0.62
2015,,0.71
2016,start of forecast,0.59
2017,,0.62
2018,,0.64
2019,,0.67
2020,,0.69
2021,,0.7
2022,,0.7
2023,,0.71
2024,,0.71
2025,,0.72
2026,,0.73
2027,,0.73
2028,,0.74
2029,,0.74
2030,,0.74
2031,,0.75
2032,,0.76
2033,,0.76
2034,,0.77
2035,,0.78
2036,,0.78
2037,,0.79
2038,,0.79
2039,,0.8
2040,,0.81
