year,Base case cost,Modeled solar power (pv)
2016,179250.807764,
2017,219766.111117,
2018,249653.076366,
2019,293085.958247,
2020,318107.119349,
2021,336868.00639,
2022,352626.372342,
2023,365536.121107,
2024,378077.466197,
2025,391937.946429,
2026,408784.60382,
2027,425547.250807,
2028,440370.720018,
2029,460082.962458,
2030,473260.078391,
2031,492223.567584,
2032,511555.023556,
2033,531259.06717,
2034,553161.138464,
2035,569549.358205,
