year,annotation,diesel generation efficiency
2002,,11.33
2005,,12.27
2006,,12.11
2007,,11.82
2008,,12.25
2009,,13.5
2010,,11.89
2011,,10.88
2012,,10.36
2013,,9.93
2014,,9.87
2015,,10.74
2016,start of forecast,10.18
2017,,10.18
2018,,10.18
2019,,10.18
2020,,10.18
2021,,10.18
2022,,10.18
2023,,10.18
2024,,10.18
2025,,10.18
2026,,10.18
2027,,10.18
2028,,10.18
2029,,10.18
2030,,10.18
2031,,10.18
2032,,10.18
2033,,10.18
2034,,10.18
2035,,10.18
2036,,10.18
2037,,10.18
2038,,10.18
2039,,10.18
2040,,10.18
