year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,84851.78,15112.52,36639.63,86599.81
2018,86087.27,15188.14,36639.63,88761.84
2019,88278.9,15264.47,36639.63,89842.85
2020,90628.81,15356.1,36639.63,90923.86
2021,92292.6,15429.76,36639.63,93085.89
2022,94033.7,15496.91,36639.63,94166.9
2023,95690.08,15565.85,36639.63,95247.92
2024,97442.65,15635.18,36639.63,96328.93
2025,99224.8,15708.35,36639.63,98490.96
2026,101184.31,15786.04,36639.63,99571.97
2027,103539.48,15884.0,36639.63,101733.99
2028,105604.49,15965.6,36639.63,102815.01
2029,108254.81,16074.28,36639.63,104977.03
2030,110317.03,16157.03,36639.63,106058.05
2031,112379.81,16241.02,36639.63,108220.07
2032,114441.84,,,109301.08
2033,116504.18,,,111463.11
2034,118959.38,,,112544.12
2035,120923.43,,,114706.15
2036,122985.76,,,115787.16
