year,Base case cost,Modeled non-residential energy efficiency
2017,462018.750825,440278.43544
2018,484034.900392,458361.451911
2019,513863.232064,483317.852822
2020,527357.001154,493989.455288
2021,537299.778378,501576.651204
2022,544401.762109,506701.087891
2023,549373.150721,509984.427511
2024,553634.34096,512670.626685
2025,558605.729572,516003.656173
2026,564997.514931,520605.220557
2027,569968.903543,523985.637996
2028,574230.093781,526766.639728
2029,579911.680767,530814.529819
2030,582752.474259,532395.105048
2031,589144.259617,537108.374214
