year,Base case cost,Modeled residential energy efficiency
2017,1758355.37886,1712327.11892
2018,1883564.47952,1811955.33937
2019,2041563.92007,1938446.56123
2020,2155866.67258,2033648.37483
2021,2246195.50783,2108449.42752
2022,2334852.07579,2184467.99871
2023,2417867.1605,2256372.37824
2024,2498336.27879,2326574.90373
2025,2583457.97341,2400911.81156
2026,2673507.01957,2479654.10309
2027,2760918.50756,2556591.62481
2028,2845417.6622,2631446.00203
2029,2949962.30012,2725133.87406
2030,3032342.91643,2798838.40814
2031,3143768.8629,2899011.05704
