year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,164989.75031,122092.415229
2018,164989.75031,122092.415229
2019,164989.75031,122092.415229
2020,164989.75031,122092.415229
2021,164989.75031,122092.415229
2022,164989.75031,122092.415229
2023,164989.75031,122092.415229
2024,164989.75031,122092.415229
2025,164989.75031,122092.415229
2026,164989.75031,122092.415229
2027,164989.75031,122092.415229
2028,164989.75031,122092.415229
2029,164989.75031,122092.415229
2030,164989.75031,122092.415229
2031,164989.75031,122092.415229
