year,Base case diesel consumed,Modeled residential ashp
2017,36773.229639,-172096.391629
2018,37730.726936,-171138.894332
2019,38688.2242331,-170181.397035
2020,39837.2209895,-169032.400279
2021,40794.7182865,-168074.902982
2022,41943.7150429,-166925.906225
2023,43092.7117994,-165776.909469
2024,44241.7085558,-164627.912712
2025,45390.7053122,-163478.915956
2026,46539.7020687,-162329.919199
2027,47688.6988251,-161180.922443
2028,48837.6955815,-160031.925687
2029,50178.1917974,-158691.429471
2030,51327.1885538,-157542.432714
2031,52667.6847696,-156201.936498
