year,Base case diesel consumed,Modeled non-residential ashp
2017,22768.5855428,-26728.3395007
2018,22768.5855428,-26728.3395007
2019,22768.5855428,-26728.3395007
2020,22768.5855428,-26728.3395007
2021,22768.5855428,-26728.3395007
2022,22768.5855428,-26728.3395007
2023,22768.5855428,-26728.3395007
2024,22768.5855428,-26728.3395007
2025,22768.5855428,-26728.3395007
2026,22768.5855428,-26728.3395007
2027,22768.5855428,-26728.3395007
2028,22768.5855428,-26728.3395007
2029,22768.5855428,-26728.3395007
2030,22768.5855428,-26728.3395007
2031,22768.5855428,-26728.3395007
