year,Base case cost,Modeled diesel efficiency
2019,615991.997091,851588.003464
2020,657518.651729,882505.243358
2021,688152.961178,903680.529217
2022,710606.126915,917574.835605
2023,728544.524181,927517.565041
2024,744620.1132,935916.009538
2025,763371.066398,946892.284432
2026,784607.22667,960270.105428
2027,803742.150944,971876.644133
2028,820729.762689,981666.756333
2029,842827.480917,996234.916482
2030,858324.553516,1004931.8802
2031,883481.606997,1022537.0032
2032,906509.632288,1038330.04269
2033,929773.159837,1054457.67955
2034,955991.436233,1073389.13219
2035,975431.343246,1086273.35276
2036,1002461.4442,1106169.9784
2037,1022321.89096,1119658.33474
2038,1050188.68318,1140532.21666
