year,Base case diesel consumed,Modeled non-residential ashp
2017,9386.42173869,-7876.40291389
2018,9386.42173869,-7876.40291389
2019,9386.42173869,-7876.40291389
2020,9386.42173869,-7876.40291389
2021,9386.42173869,-7876.40291389
2022,9386.42173869,-7876.40291389
2023,9386.42173869,-7876.40291389
2024,9386.42173869,-7876.40291389
2025,9386.42173869,-7876.40291389
2026,9386.42173869,-7876.40291389
2027,9386.42173869,-7876.40291389
2028,9386.42173869,-7876.40291389
2029,9386.42173869,-7876.40291389
2030,9386.42173869,-7876.40291389
2031,9386.42173869,-7876.40291389
