year,Base case cost,Modeled solar power (pv)
2016,203390.688759,211681.173536
2017,243172.76367,250608.91679
2018,272809.843746,279573.27221
2019,314081.928038,320009.276119
2020,334002.354238,339447.100536
2021,348068.5424,353133.002021
2022,359222.305914,363960.514211
2023,367428.378286,371893.108678
2024,374928.386056,379137.311047
2025,383237.319037,387185.310755
2026,392740.904509,396422.972139
2027,401548.711439,404982.035645
2028,410039.119921,413240.486766
2029,419759.447389,422712.728425
2030,426429.223107,429183.223477
2031,437066.479425,439572.823918
2032,448201.874973,450466.278691
2033,459801.612695,461819.172478
2034,471127.300368,472914.079911
2035,479705.140367,481297.502056
