year,Base case diesel consumed,Modeled residential ashp
2017,8689.38607174,-18960.211147
2018,8833.79585458,-18815.8013642
2019,8978.20563743,-18671.3915813
2020,9122.61542027,-18526.9817985
2021,9122.61542027,-18526.9817985
2022,9267.02520312,-18382.5720157
2023,9411.43498596,-18238.1622328
2024,9555.8447688,-18093.75245
2025,9700.25455165,-17949.3426671
2026,9844.66433449,-17804.9328843
2027,9989.07411733,-17660.5231014
2028,10133.4839002,-17516.1133186
2029,10277.893683,-17371.7035357
2030,10422.3034659,-17227.2937529
2031,10566.7132487,-17082.8839701
