year,Base case cost,Modeled non-residential energy efficiency
2017,579033.3357,579934.848546
2018,619274.070994,615066.779504
2019,674992.012172,664340.695732
2020,700787.355309,686378.687121
2021,718328.188643,700928.06926
2022,731741.767074,711749.584877
2023,741028.090604,718842.444556
2024,749282.600408,725027.040527
2025,758568.923938,732183.39553
2026,768887.061193,740310.774346
2027,778173.384722,747527.683307
2028,786427.894526,753833.421163
2029,796746.031781,762048.466652
2030,802936.914134,766529.824198
2031,814286.865115,775740.330933
