year,Base case cost,Modeled diesel efficiency
2019,314081.928038,477841.619501
2020,334002.354238,491443.77146
2021,348068.5424,499829.529224
2022,359222.305914,505670.792737
2023,367428.378286,508933.083831
2024,374928.386056,511651.88313
2025,383237.319037,515202.148452
2026,392740.904509,519932.289228
2027,401548.711439,524121.532503
2028,410039.119921,528111.712483
2029,419759.447389,533307.384642
2030,426429.223107,535815.163423
2031,437066.479425,542013.078549
2032,448201.874973,548745.229949
2033,459801.612695,555978.985536
2034,471127.300368,563041.217201
2035,479705.140367,567681.198698
2036,491559.825454,575374.147265
2037,499461.724314,579545.935854
2038,511474.373906,587525.358682
