year,Base case diesel consumed,Modeled solar power (pv)
2016,73692.2785359,72488.7094915
2017,73912.6941247,72718.7536327
2018,74133.1097135,72948.7207455
2019,74426.9971653,73252.083309
2020,74720.8846171,73555.3700716
2021,75014.7720689,73858.5816398
2022,75308.6595207,74161.718615
2023,75602.5469725,74464.7815941
2024,75896.4344243,74767.7711689
2025,76190.3218761,75070.6879267
2026,76557.6811908,75447.004313
2027,76925.0405055,75823.2490428
2028,77365.8716832,76272.8945522
2029,77733.2309979,76648.997684
2030,78100.5903127,77025.0308652
2031,78467.9496274,77400.9946555
2032,78908.7808051,77850.361473
2033,79276.1401198,78226.1881424
2034,79716.9712975,78675.4189359
2035,80084.3306122,79051.1106695
