year,Base case diesel consumed,Modeled diesel efficiency
2019,74426.9971653,67660.9065139
2020,74720.8846171,67928.0769246
2021,75014.7720689,68195.2473354
2022,75308.6595207,68462.4177461
2023,75602.5469725,68729.5881568
2024,75896.4344243,68996.7585675
2025,76190.3218761,69263.9289782
2026,76557.6811908,69597.8919916
2027,76925.0405055,69931.855005
2028,77365.8716832,70332.6106211
2029,77733.2309979,70666.5736345
2030,78100.5903127,71000.5366479
2031,78467.9496274,71334.4996613
2032,78908.7808051,71735.2552774
2033,79276.1401198,72069.2182908
2034,79716.9712975,72469.9739068
2035,80084.3306122,72803.9369202
2036,80451.689927,73137.8999336
2037,80819.0492417,73471.862947
2038,81186.4085564,73805.8259604
