year,Base case cost,Modeled residential energy efficiency
2017,558753.38796,561094.783351
2018,595689.767162,596919.116855
2019,644873.118822,644725.098223
2020,672640.199029,671654.909564
2021,685817.532409,684150.34982
2022,704824.159931,702557.011075
2023,720907.356593,718121.964754
2024,736363.014472,733085.973768
2025,752790.607575,749011.697779
2026,770219.655596,765928.466887
2027,787011.324937,782233.88252
2028,803136.095901,797898.244148
2029,821126.018126,815398.494549
2030,835857.952948,829721.183201
2031,855075.647754,848445.098177
