year,Base case cost,Modeled residential energy efficiency
2017,1268279.83468,1331516.41925
2018,1339758.41495,1395050.23379
2019,1436231.60146,1481898.92086
2020,1487069.51483,1526520.0139
2021,1516441.74488,1550800.02865
2022,1545709.39859,1575571.92592
2023,1567775.19875,1593736.78808
2024,1587499.21604,1609802.10627
2025,1604880.12384,1623238.5231
2026,1614728.37555,1629205.9417
2027,1637158.95262,1647993.34035
2028,1652056.87359,1659308.79179
2029,1669437.78139,1672991.0273
2030,1687173.02573,1687611.96217
2031,1699233.62333,1695912.83478
2032,1716614.53114,1709764.72079
2033,1736478.42576,1725978.02516
2034,1756342.32039,1742243.98609
2035,1779478.91728,1762185.04925
2036,1816102.57165,1795312.40959
