year,Base case cost,Modeled diesel efficiency
2019,669162.90831,916129.259311
2020,711422.689412,947333.195038
2021,739829.243145,966112.366928
2022,761426.483079,978866.36998
2023,776437.908046,985794.51505
2024,788939.041478,990598.044188
2025,806075.925551,999769.668765
2026,820876.432744,1006967.48689
2027,835209.960586,1013887.43118
2028,849288.166914,1020718.48064
2029,866234.114897,1030296.42707
2030,876293.042532,1033750.02704
2031,893305.596128,1043658.48511
2032,909714.258836,1053148.2054
2033,927840.606287,1064326.6583
2034,946563.444004,1076171.59493
2035,961616.312463,1084801.50424
2036,984153.431597,1100353.74302
2037,996368.160895,1106637.67977
2038,1016850.12685,1120550.26346
