year,Base case cost,Modeled water and wastewater efficiency
2017,79431.3998891,92757.6962762
2018,83806.5253406,94942.9032652
2019,89909.0157014,98348.9954507
2020,92883.5074191,99601.8554886
2021,94890.6733423,100202.158554
2022,96421.8897585,100490.722686
2023,97468.5883171,100461.058899
2024,98351.9745737,100335.725396
2025,99546.6083944,100443.634103
2026,100602.313069,100470.1885
2027,101604.700463,100477.681119
2028,102591.446745,100490.25182
2029,103789.069388,100665.611156
2030,104494.092889,100514.274553
2031,105694.172595,100719.754064
