year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,227643.18,8973.67,205170.36,136889.69
2018,227717.19,8976.55,205170.36,137622.35
2019,228383.25,8990.55,205170.36,138355.02
2020,228753.28,8997.25,205170.36,139087.68
2021,229049.3,9003.75,205170.36,139087.68
2022,229345.33,9010.82,205170.36,139820.34
2023,229715.36,9017.77,205170.36,140553.0
2024,230011.38,9024.46,205170.36,141285.67
2025,230307.41,9029.9,205170.36,141285.67
2026,229937.38,9022.97,205170.36,140553.0
2027,230085.39,9025.66,205170.36,141285.67
2028,230159.39,9026.95,205170.36,141285.67
2029,230381.41,9032.39,205170.36,141285.67
2030,230603.43,9037.2,205170.36,142018.33
2031,230233.4,9029.03,205170.36,141285.67
2032,230307.41,,,141285.67
2033,230233.4,,,141285.67
2034,230307.41,,,141285.67
2035,230603.43,,,142018.33
2036,231565.51,,,143483.65
