year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,45943.51,2493478.0,2493478.0
2004,,45943.51,2758309.0,2758309.0
2005,,45943.51,2703786.0,2703786.0
2006,,45943.51,2591172.0,2591172.0
2007,,45943.51,2608430.0,2608430.0
2008,,45943.51,2635299.0,2635299.0
2009,,45943.51,2671013.0,2671013.0
2010,,45943.51,2942551.0,2942551.0
2011,,45943.51,3079379.0,3079379.0
2012,,45943.51,3070923.0,3070923.0
2013,,45943.51,3045999.0,3045999.0
2014,,45943.51,3057693.0,3057693.0
2015,,45943.51,3002202.0,3002202.0
2016,start of forecast,45943.51,3065000.0,3065000.0
2017,,45943.51,3076000.0,3076000.0
2018,,45943.51,3077000.0,3077000.0
2019,,45943.51,3086000.0,3086000.0
2020,,45943.51,3091000.0,3091000.0
2021,,45943.51,3095000.0,3095000.0
2022,,45943.51,3099000.0,3099000.0
2023,,45943.51,3104000.0,3104000.0
2024,,45943.51,3108000.0,3108000.0
2025,,45943.51,3112000.0,3112000.0
2026,,45943.51,3107000.0,3107000.0
2027,,45943.51,3109000.0,3109000.0
2028,,45943.51,3110000.0,3110000.0
2029,,45943.51,3113000.0,3113000.0
2030,,45943.51,3116000.0,3116000.0
2031,,45943.51,3111000.0,3111000.0
2032,,45943.51,3112000.0,3112000.0
2033,,45943.51,3111000.0,3111000.0
2034,,45943.51,3112000.0,3112000.0
2035,,45943.51,3116000.0,3116000.0
2036,,45943.51,3129000.0,3129000.0
2037,,45943.51,3131000.0,3131000.0
2038,,45943.51,3137000.0,3137000.0
2039,,45943.51,3142000.0,3142000.0
2040,,45943.51,3149000.0,3149000.0
