year,Base case cost,Modeled non-residential energy efficiency
2017,1573889.144,1566471.99547
2018,1663465.49016,1642202.1361
2019,1786218.26081,1747933.4943
2020,1845935.82492,1796996.89333
2021,1885747.53432,1828240.15153
2022,1915606.31637,1850626.16594
2023,1935512.17107,1864152.39942
2024,1952100.38332,1874793.37103
2025,1975323.88047,1891512.15624
2026,1998547.37762,1908329.39542
2027,2018453.23232,1922254.28272
2028,2038359.08702,1936273.06307
2029,2061582.58418,1953372.03417
2030,2074853.15398,1961595.05359
2031,2101394.29358,1981859.51114
