year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31995.19,731525.32,573936.25,47436.21,842363.83,694343.59
2018,34429.14,786921.32,614166.11,49377.39,876544.17,725592.3
2019,37809.33,862834.35,668627.11,52099.68,923383.91,767604.49
2020,39457.04,899765.02,697203.63,53426.47,946170.81,789865.89
2021,40565.97,924385.46,713894.15,54324.7,961362.07,802547.6
2022,41408.81,942850.79,730238.51,55013.08,972755.52,815470.89
2023,41981.81,955161.02,742498.16,55486.78,980351.16,825277.04
2024,42464.18,965419.53,753432.87,55887.79,986680.85,834066.35
2025,43121.84,979781.46,763322.86,56424.76,995542.42,841557.26
2026,43720.37,994143.38,769203.23,56881.95,1004403.99,845525.15
2027,44274.95,1006453.61,781690.0,57329.75,1011999.63,855468.95
2028,44822.89,1018763.83,790167.14,57768.56,1019595.26,861889.73
2029,45482.18,1033125.75,800057.14,58306.89,1028456.83,869380.64
2030,45867.9,1041332.57,809886.71,58626.19,1033520.59,877286.31
2031,46548.75,1057746.2,817011.42,59145.43,1043648.1,882222.21
2032,,,826901.41,,,889713.12
2033,,,838204.27,,,898274.16
2034,,,849507.12,,,906835.2
2035,,,862433.49,,,917045.42
2036,,,882810.65,,,933291.92
