year,Base case cost,Modeled biomass for heat (cordwood)
2017,1108473.63418,1259337.35538
2018,1248826.10361,1382110.44787
2019,1429183.06898,1540151.25177
2020,1523208.85171,1621554.03572
2021,1590851.15936,1679850.74039
2022,1642283.75091,1723075.44962
2023,1674148.29452,1748937.2343
2024,1696332.26429,1765718.47636
2025,1728272.47804,1791250.93828
2026,1765026.51576,1821125.20686
2027,1799547.68429,1849896.64391
2028,1831653.89452,1876312.71702
2029,1836865.76854,1875358.14498
2030,1834751.72528,1868738.00888
2031,1859349.18608,1886746.85227
2032,1910571.81675,1930900.55973
2033,1965932.58088,1979779.83761
2034,2023913.5114,2030796.46522
2035,2057029.69752,2059136.85291
2036,2094837.46104,2090080.08718
